customer_id,first_name,last_name,phone,email,street,city,state,zip_code,extract_time,source,local
208,Denis,Logan,Not available,denis.logan@msn.com,121 Rockcrest Street ,Ridgecrest,CA,93555,1714319416.005987,csv,False
209,Jutta,Everett,Not available,jutta.everett@gmail.com,27 Taylor Ave. ,Selden,NY,11784,1714319416.005987,csv,False
210,Priscilla,Wilkins,(229) 322-2269,priscilla.wilkins@aol.com,653 Pawnee Rd. ,Albany,NY,12203,1714319416.005987,csv,False
211,Gilma,Dejesus,Not available,gilma.dejesus@yahoo.com,777 Thompson Ave. ,Scarsdale,NY,10583,1714319416.005987,csv,False
212,Buford,Bridges,(248) 604-7346,buford.bridges@msn.com,239 Oak Valley Court ,Troy,NY,12180,1714319416.005987,csv,False
213,Elenore,Hensley,Not available,elenore.hensley@hotmail.com,7037 Aspen St. ,Hamburg,NY,14075,1714319416.005987,csv,False
214,Ross,Pugh,Not available,ross.pugh@msn.com,8598 Saxon St. ,North Tonawanda,NY,14120,1714319416.005987,csv,False
215,Judith,Finley,Not available,judith.finley@hotmail.com,474 West Bank Road ,Whitestone,NY,11357,1714319416.005987,csv,False
216,Wai,Soto,Not available,wai.soto@msn.com,30 Arch Drive ,Bethpage,NY,11714,1714319416.005987,csv,False
217,Carline,Collier,(559) 810-6070,carline.collier@msn.com,28 Trenton Lane ,Fresno,CA,93706,1714319416.005987,csv,False
218,Casey,Gill,Not available,casey.gill@gmail.com,636 Prospect Avenue ,Port Washington,NY,11050,1714319416.005987,csv,False
219,Darcie,Morgan,(442) 618-7068,darcie.morgan@aol.com,476 East Adams Ave. ,Oceanside,NY,11572,1714319416.005987,csv,False
220,Lucio,Sherman,Not available,lucio.sherman@gmail.com,842 Corona Ave. ,Smithtown,NY,11787,1714319416.005987,csv,False
221,Clementine,Mooney,Not available,clementine.mooney@yahoo.com,678 Charles Court ,Mcallen,TX,78501,1714319416.005987,csv,False
222,Anya,Contreras,Not available,anya.contreras@msn.com,38 Old Fairground St. ,East Northport,NY,11731,1714319416.005987,csv,False
223,Scarlet,Yates,Not available,scarlet.yates@hotmail.com,687 Shirley St. ,Patchogue,NY,11772,1714319416.005987,csv,False
224,Moses,Pope,Not available,moses.pope@yahoo.com,654 Theatre Street ,Lawndale,CA,90260,1714319416.005987,csv,False
225,Barbera,Riggs,Not available,barbera.riggs@aol.com,12 Gartner Drive ,Plainview,NY,11803,1714319416.005987,csv,False
226,Kiana,Rivera,Not available,kiana.rivera@gmail.com,9 Sheffield Dr. ,Richmond Hill,NY,11418,1714319416.005987,csv,False
227,Danielle,Bond,Not available,danielle.bond@msn.com,8589 Shub Farm Street ,Patchogue,NY,11772,1714319416.005987,csv,False
228,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street ,Brentwood,NY,11717,1714319416.005987,csv,False
229,Molly,Langley,Not available,molly.langley@aol.com,63 Bridgeton Street ,Holbrook,NY,11741,1714319416.005987,csv,False
230,Chelsey,Hardin,Not available,chelsey.hardin@hotmail.com,13 Brickyard Street ,Deer Park,NY,11729,1714319416.005987,csv,False
231,Jenee,Rasmussen,(916) 219-1774,jenee.rasmussen@hotmail.com,19 George Lane ,Sacramento,CA,95820,1714319416.005987,csv,False
232,Freddie,Mathis,Not available,freddie.mathis@hotmail.com,31 Shady St. ,Euless,TX,76039,1714319416.005987,csv,False
233,Mariana,Strong,Not available,mariana.strong@msn.com,972 Dunbar Dr. ,Santa Clara,CA,95050,1714319416.005987,csv,False
234,Winfred,Harris,Not available,winfred.harris@msn.com,734 Glen Eagles St. ,East Meadow,NY,11554,1714319416.005987,csv,False
235,Jeromy,Elliott,Not available,jeromy.elliott@gmail.com,7112 Laurel Street ,Bay Shore,NY,11706,1714319416.005987,csv,False
236,Verona,O'neill,Not available,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,NY,11784,1714319416.005987,csv,False
237,Elvera,Peck,Not available,elvera.peck@yahoo.com,759 Lakewood Street ,Banning,CA,92220,1714319416.005987,csv,False
238,Cindi,Larson,Not available,cindi.larson@msn.com,896 Golden Star Rd. ,Howard Beach,NY,11414,1714319416.005987,csv,False
239,Felice,Guzman,Not available,felice.guzman@hotmail.com,7 Creekside Lane ,Canyon Country,CA,91387,1714319416.005987,csv,False
240,Le,Deleon,Not available,le.deleon@msn.com,58 Clark Court ,Banning,CA,92220,1714319416.005987,csv,False
241,Manie,Sanchez,Not available,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,12804,1714319416.005987,csv,False
242,Rutha,Howell,Not available,rutha.howell@gmail.com,9247 Jones Street ,Canyon Country,CA,91387,1714319416.005987,csv,False
243,Natosha,Rowland,Not available,natosha.rowland@aol.com,51 Elmwood St. ,Ballston Spa,NY,12020,1714319416.005987,csv,False
244,Jessika,Bray,Not available,jessika.bray@yahoo.com,37 East Greystone St. ,San Pablo,CA,94806,1714319416.005987,csv,False
245,Delila,Hamilton,Not available,delila.hamilton@yahoo.com,7451 East James Ave. ,Palos Verdes Peninsula,CA,90274,1714319416.005987,csv,False
246,Dionne,Norris,Not available,dionne.norris@yahoo.com,9993 Greenview Circle ,Niagara Falls,NY,14304,1714319416.005987,csv,False
247,Muriel,Juarez,Not available,muriel.juarez@gmail.com,8073 Cemetery Drive ,Palos Verdes Peninsula,CA,90274,1714319416.005987,csv,False
248,Cecelia,Gill,Not available,cecelia.gill@aol.com,372 Silver Spear Dr. ,Mcallen,TX,78501,1714319416.005987,csv,False
249,Magda,Eaton,Not available,magda.eaton@aol.com,860 Middle River Street ,Ossining,NY,10562,1714319416.005987,csv,False
250,Ivonne,Yang,(915) 181-1950,ivonne.yang@gmail.com,7359 North Lake View St. ,El Paso,TX,79930,1714319416.005987,csv,False
251,Kasie,Rodriquez,Not available,kasie.rodriquez@aol.com,7 North Beech St. ,Ballston Spa,NY,12020,1714319416.005987,csv,False
252,Eleni,Gordon,Not available,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,NY,11418,1714319416.005987,csv,False
253,Maurice,Norton,Not available,maurice.norton@hotmail.com,32 Mayflower Dr. ,Atwater,CA,95301,1714319416.005987,csv,False
254,Cristobal,Hutchinson,Not available,cristobal.hutchinson@gmail.com,58 Washington Avenue ,Lawndale,CA,90260,1714319416.005987,csv,False
255,Flossie,Holder,Not available,flossie.holder@msn.com,8459 W. Newport Court ,Massapequa Park,NY,11762,1714319416.005987,csv,False
256,Erma,Salinas,Not available,erma.salinas@gmail.com,347 Sheffield St. ,Merrick,NY,11566,1714319416.005987,csv,False
257,Earl,Stanley,Not available,earl.stanley@gmail.com,569 Lake Lane ,Elmhurst,NY,11373,1714319416.005987,csv,False
258,Maribel,William,Not available,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,1714319416.005987,csv,False
259,Johnathan,Velazquez,Not available,johnathan.velazquez@hotmail.com,9680 E. Somerset Street ,Pleasanton,CA,94566,1714319416.005987,csv,False
260,Rodrick,Shelton,Not available,rodrick.shelton@hotmail.com,7157 Addison Street ,Canyon Country,CA,91387,1714319416.005987,csv,False
261,Ferne,Kline,Not available,ferne.kline@hotmail.com,303 Shady St. ,Fullerton,CA,92831,1714319416.005987,csv,False
262,Rubin,Decker,(716) 950-9835,rubin.decker@gmail.com,9875 Shady Ave. ,Buffalo,NY,14215,1714319416.005987,csv,False
263,Dortha,Jarvis,(442) 919-8256,dortha.jarvis@yahoo.com,76 Prince Drive ,Oceanside,NY,11572,1714319416.005987,csv,False
264,Mariela,Huffman,Not available,mariela.huffman@gmail.com,531 Fieldstone Road ,Garden City,NY,11530,1714319416.005987,csv,False
265,Mellisa,Farley,Not available,mellisa.farley@yahoo.com,21 West Princess St. ,Central Islip,NY,11722,1714319416.005987,csv,False
266,Myung,Hooper,Not available,myung.hooper@gmail.com,951 Mill Road ,Elmont,NY,11003,1714319416.005987,csv,False
267,Angelina,Lloyd,Not available,angelina.lloyd@yahoo.com,9593 North Sherman Dr. ,Apple Valley,CA,92307,1714319416.005987,csv,False
268,Trinity,Riddle,Not available,trinity.riddle@aol.com,23 Oakland Lane ,Ballston Spa,NY,12020,1714319416.005987,csv,False
269,Barton,Crosby,Not available,barton.crosby@msn.com,896 Edgewater St. ,Bellmore,NY,11710,1714319416.005987,csv,False
270,Claudio,Wise,Not available,claudio.wise@hotmail.com,810 Oxford Ave. ,Kingston,NY,12401,1714319416.005987,csv,False
271,Katheleen,Marks,Not available,katheleen.marks@yahoo.com,69 North Tower St. ,Longview,TX,75604,1714319416.005987,csv,False
272,Deja,Chaney,Not available,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,NY,11432,1714319416.005987,csv,False
273,Queenie,Vance,Not available,queenie.vance@gmail.com,172 Arcadia Ave. ,Ozone Park,NY,11417,1714319416.005987,csv,False
274,Josh,Shaw,Not available,josh.shaw@gmail.com,212 North Leeton Ridge Street ,Hopewell Junction,NY,12533,1714319416.005987,csv,False
275,Pinkie,Kirkland,Not available,pinkie.kirkland@yahoo.com,18 Myers St. ,San Angelo,TX,76901,1714319416.005987,csv,False
276,Lavette,Wright,Not available,lavette.wright@msn.com,6 Windsor Street ,Ronkonkoma,NY,11779,1714319416.005987,csv,False
277,Mark,Garrett,Not available,mark.garrett@msn.com,285 Rosewood Dr. ,Monroe,NY,10950,1714319416.005987,csv,False
278,Myesha,Burgess,Not available,myesha.burgess@gmail.com,306 Trenton Rd. ,Campbell,CA,95008,1714319416.005987,csv,False
279,Justina,Long,Not available,justina.long@aol.com,39 Littleton Ave. ,South El Monte,CA,91733,1714319416.005987,csv,False
280,Brenda,Tate,Not available,brenda.tate@msn.com,36 Hilltop Street ,San Angelo,TX,76901,1714319416.005987,csv,False
281,Rayna,Perry,Not available,rayna.perry@hotmail.com,7238 Oakland St. ,Ozone Park,NY,11417,1714319416.005987,csv,False
282,Randolph,Chase,Not available,randolph.chase@yahoo.com,828 Bridle Ave. ,San Lorenzo,CA,94580,1714319416.005987,csv,False
283,Jaimee,Day,Not available,jaimee.day@aol.com,7534 Whitemarsh Ave. ,Poughkeepsie,NY,12601,1714319416.005987,csv,False
284,Susann,Bass,Not available,susann.bass@msn.com,21 Old Rock Maple Ave. ,Commack,NY,11725,1714319416.005987,csv,False
285,Leola,Gould,Not available,leola.gould@gmail.com,8 Kirkland St. ,Astoria,NY,11102,1714319416.005987,csv,False
286,Virgil,Frost,Not available,virgil.frost@gmail.com,9798 Beacon St. ,Levittown,NY,11756,1714319416.005987,csv,False
287,Mireille,Puckett,(805) 961-9909,mireille.puckett@hotmail.com,378 Purple Finch Drive ,Oxnard,CA,93035,1714319416.005987,csv,False
288,Keturah,Massey,Not available,keturah.massey@msn.com,189 Arnold Drive ,Banning,CA,92220,1714319416.005987,csv,False
289,Charmain,Webster,Not available,charmain.webster@hotmail.com,36 East Stonybrook Rd. ,Richardson,TX,75080,1714319416.005987,csv,False
290,Barry,Buckner,Not available,barry.buckner@gmail.com,8779 High Noon Rd. ,Centereach,NY,11720,1714319416.005987,csv,False
291,Boyce,Burks,Not available,boyce.burks@gmail.com,879 Harvey Dr. ,Sunnyside,NY,11104,1714319416.005987,csv,False
292,Monty,Frost,(516) 460-5396,monty.frost@aol.com,76 Foxrun Dr. ,Hempstead,NY,11550,1714319416.005987,csv,False
293,Tiny,French,Not available,tiny.french@hotmail.com,7163 Hall St. ,Plainview,NY,11803,1714319416.005987,csv,False
294,Clementina,Sargent,Not available,clementina.sargent@hotmail.com,9853 Catherine Road ,Rome,NY,13440,1714319416.005987,csv,False
295,Danny,Kim,Not available,danny.kim@msn.com,74 Essex Drive ,South Ozone Park,NY,11420,1714319416.005987,csv,False
296,Sophia,Mcmillan,Not available,sophia.mcmillan@msn.com,8541 S. Pleasant Street ,Uniondale,NY,11553,1714319416.005987,csv,False
297,Christia,Carson,Not available,christia.carson@gmail.com,220 Orchard Street ,Helotes,TX,78023,1714319416.005987,csv,False
298,Jennie,Middleton,Not available,jennie.middleton@gmail.com,95 High Noon Dr. ,Upland,CA,91784,1714319416.005987,csv,False
299,Jame,Riggs,Not available,jame.riggs@hotmail.com,9237 Hudson Drive ,Bay Shore,NY,11706,1714319416.005987,csv,False
300,Rayford,Simon,Not available,rayford.simon@msn.com,998 Whitemarsh Road ,Mountain View,CA,94043,1714319416.005987,csv,False
301,Annett,Garrett,Not available,annett.garrett@yahoo.com,19 Euclid Lane ,Scarsdale,NY,10583,1714319416.005987,csv,False
302,Hayden,Cross,Not available,hayden.cross@gmail.com,90 Pumpkin Hill St. ,Apple Valley,CA,92307,1714319416.005987,csv,False
303,Rolanda,Larsen,Not available,rolanda.larsen@yahoo.com,5 West University Court ,Woodhaven,NY,11421,1714319416.005987,csv,False
304,Jayme,Zamora,Not available,jayme.zamora@gmail.com,2 Ridge Lane ,Springfield Gardens,NY,11413,1714319416.005987,csv,False
305,Hope,Cotton,Not available,hope.cotton@aol.com,9092 Blue Spring Dr. ,Redondo Beach,CA,90278,1714319416.005987,csv,False
306,Vikki,Erickson,Not available,vikki.erickson@yahoo.com,24 Jones Street ,Kingston,NY,12401,1714319416.005987,csv,False
307,Fransisca,Nicholson,Not available,fransisca.nicholson@aol.com,945 Schoolhouse Street ,Glendora,CA,91740,1714319416.005987,csv,False
308,Mazie,Fernandez,Not available,mazie.fernandez@hotmail.com,583 Harvard Ave. ,Webster,NY,14580,1714319416.005987,csv,False
309,Anderson,Martin,Not available,anderson.martin@hotmail.com,9051 Hillside Dr. ,Canandaigua,NY,14424,1714319416.005987,csv,False
310,Gilberto,Parsons,Not available,gilberto.parsons@gmail.com,8115 North Edgewater Drive ,Middle Village,NY,11379,1714319416.005987,csv,False
311,Charise,Burt,(559) 888-2229,charise.burt@aol.com,582 Creek St. ,Fresno,CA,93706,1714319416.005987,csv,False
312,Cameron,Carroll,Not available,cameron.carroll@yahoo.com,9133 South Halifax Ave. ,Longview,TX,75604,1714319416.005987,csv,False
313,Melani,Jarvis,Not available,melani.jarvis@hotmail.com,8 Tunnel St. ,Maspeth,NY,11378,1714319416.005987,csv,False
314,Javier,Nichols,Not available,javier.nichols@msn.com,8944 Marconi St. ,Rowlett,TX,75088,1714319416.005987,csv,True
315,Justina,Jenkins,Not available,justina.jenkins@yahoo.com,8236 Creek St. ,Baldwin,NY,11510,1714319416.005987,csv,True
316,Hortencia,Graham,Not available,hortencia.graham@aol.com,7764 Greenrose Street ,Euless,TX,76039,1714319416.005987,csv,False
317,Christia,Wilkins,Not available,christia.wilkins@msn.com,7062 Willow Court ,Woodside,NY,11377,1714319416.005987,csv,False
318,Eliz,Whitney,Not available,eliz.whitney@msn.com,523 Crescent Court ,Fullerton,CA,92831,1714319416.005987,csv,False
319,Justin,Newton,Not available,justin.newton@hotmail.com,93 Shore Rd. ,Apple Valley,CA,92307,1714319416.005987,csv,False
320,Aron,Wiggins,(442) 497-3353,aron.wiggins@aol.com,6 Bradford St. ,Oceanside,NY,11572,1714319416.005987,csv,False
321,Chere,Hardin,Not available,chere.hardin@yahoo.com,763 Fulton Road ,Brooklyn,NY,11201,1714319416.005987,csv,False
322,Merideth,Preston,Not available,merideth.preston@yahoo.com,794 Rockaway St. ,Poughkeepsie,NY,12601,1714319416.005987,csv,False
323,Jeniffer,Slater,Not available,jeniffer.slater@aol.com,30 Old Orange Lane ,Schenectady,NY,12302,1714319416.005987,csv,False
324,Laureen,Paul,Not available,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,1714319416.005987,csv,False
325,Berna,Moore,Not available,berna.moore@hotmail.com,7230 Lafayette Drive ,Bronx,NY,10451,1714319416.005987,csv,False
326,Shiela,Calderon,Not available,shiela.calderon@msn.com,844 Albany St. ,Rocklin,CA,95677,1714319416.005987,csv,False
327,Sharie,Alvarez,(212) 211-7621,sharie.alvarez@msn.com,987 West Leatherwood Dr. ,New York,NY,10002,1714319416.005987,csv,False
328,Bettie,Glover,Not available,bettie.glover@gmail.com,9083 Addison Dr. ,Euless,TX,76039,1714319416.005987,csv,False
329,Marilyn,Frank,Not available,marilyn.frank@aol.com,8878 Branch Street ,Port Chester,NY,10573,1714319416.005987,csv,False
330,Sheba,Knapp,Not available,sheba.knapp@aol.com,86 Gates Street ,Woodside,NY,11377,1714319416.005987,csv,False
331,Aleta,Mack,Not available,aleta.mack@yahoo.com,8869 W. Edgemont Lane ,Bay Shore,NY,11706,1714319416.005987,csv,False
332,Reena,Higgins,Not available,reena.higgins@gmail.com,900 South Columbia Street ,Canyon Country,CA,91387,1714319416.005987,csv,False
333,Ami,Mcmahon,Not available,ami.mcmahon@aol.com,566 Hilldale Drive ,Sunnyside,NY,11104,1714319416.005987,csv,False
334,Somer,Jordan,Not available,somer.jordan@msn.com,7046 Helen Avenue ,Huntington Station,NY,11746,1714319416.005987,csv,False
335,Scarlet,Reed,Not available,scarlet.reed@hotmail.com,151 S. Myers Court ,Bronx,NY,10451,1714319416.005987,csv,False
336,Trisha,Johnson,(717) 126-8787,trisha.johnson@msn.com,59 Wild Horse St. ,Lancaster,NY,14086,1714319416.005987,csv,False
337,Majorie,Wyatt,Not available,majorie.wyatt@yahoo.com,8507 Miller St. ,South Ozone Park,NY,11420,1714319416.005987,csv,False
338,Abbey,Pugh,Not available,abbey.pugh@gmail.com,26 Market Drive ,Forest Hills,NY,11375,1714319416.005987,csv,False
339,Tamela,Harrell,Not available,tamela.harrell@aol.com,7316 Cypress Rd. ,Central Islip,NY,11722,1714319416.005987,csv,False
340,Yanira,Bradshaw,Not available,yanira.bradshaw@gmail.com,7484 Ann Court ,Smithtown,NY,11787,1714319416.005987,csv,False
341,Delana,Scott,Not available,delana.scott@yahoo.com,7372 Ridgeview St. ,Mount Vernon,NY,10550,1714319416.005987,csv,False
342,Cassondra,Pruitt,Not available,cassondra.pruitt@aol.com,4 Alderwood Circle ,Merrick,NY,11566,1714319416.005987,csv,False
343,Jesica,Fields,Not available,jesica.fields@yahoo.com,318 Country Dr. ,Commack,NY,11725,1714319416.005987,csv,False
344,Herta,Rollins,Not available,herta.rollins@msn.com,287 1st Drive ,Mountain View,CA,94043,1714319416.005987,csv,False
345,Mi,Gray,(229) 813-2130,mi.gray@aol.com,27 Roehampton Dr. ,Albany,NY,12203,1714319416.005987,csv,False
346,Jacalyn,Barnett,Not available,jacalyn.barnett@gmail.com,7537 Swanson Street ,Maspeth,NY,11378,1714319416.005987,csv,False
347,Kanesha,Hudson,(510) 788-7298,kanesha.hudson@gmail.com,8293 Gartner Drive ,Oakland,CA,94603,1714319416.005987,csv,False
348,Darren,Witt,Not available,darren.witt@aol.com,916 Hillcrest Ave. ,Coachella,CA,92236,1714319416.005987,csv,False
349,Mable,Pratt,Not available,mable.pratt@gmail.com,254 SW. Temple Street ,Coachella,CA,92236,1714319416.005987,csv,False
350,Christoper,Mccall,Not available,christoper.mccall@msn.com,72 Summit St. ,Bay Shore,NY,11706,1714319416.005987,csv,False
351,Margorie,Wynn,Not available,margorie.wynn@gmail.com,707 Schoolhouse St. ,Monsey,NY,10952,1714319416.005987,csv,False
352,Josef,Greer,Not available,josef.greer@gmail.com,92 Summer Court ,Jamaica,NY,11432,1714319416.005987,csv,False
353,Tisa,Whitney,Not available,tisa.whitney@yahoo.com,549 Newbridge Dr. ,Monsey,NY,10952,1714319416.005987,csv,False
354,Tonda,Armstrong,Not available,tonda.armstrong@aol.com,19 Forest Rd. ,Sunnyside,NY,11104,1714319416.005987,csv,False
355,Arvilla,Weiss,Not available,arvilla.weiss@msn.com,477 Blue Spring St. ,Bay Shore,NY,11706,1714319416.005987,csv,False
356,Vashti,Rosario,Not available,vashti.rosario@yahoo.com,623 Johnson Circle ,Bronx,NY,10451,1714319416.005987,csv,False
357,Sheri,Cole,(408) 658-2285,sheri.cole@aol.com,479 Chapel Court ,San Jose,CA,95127,1714319416.005987,csv,False
358,Kandace,Giles,Not available,kandace.giles@msn.com,30 NE. Walt Whitman Drive ,Wantagh,NY,11793,1714319416.005987,csv,False
359,Angie,Powers,Not available,angie.powers@aol.com,6 Rockland Dr. ,Pomona,CA,91768,1714319416.005987,csv,False
360,Van,Peters,(281) 658-7772,van.peters@yahoo.com,45 Fifth Dr. ,Houston,TX,77016,1714319416.005987,csv,False
361,Virgina,Berg,Not available,virgina.berg@yahoo.com,804 South Purple Finch Drive ,Valley Stream,NY,11580,1714319416.005987,csv,False
362,Olevia,Noel,Not available,olevia.noel@yahoo.com,39 N. Rosewood Dr. ,Kingston,NY,12401,1714319416.005987,csv,False
363,Kaci,Gallegos,Not available,kaci.gallegos@gmail.com,8573 Halifax St. ,Ballston Spa,NY,12020,1714319416.005987,csv,False
364,Bev,Chang,Not available,bev.chang@yahoo.com,104 Rockville St. ,Ithaca,NY,14850,1714319416.005987,csv,False
365,Rodger,Rojas,Not available,rodger.rojas@yahoo.com,8442 Cooper Ave. ,Bayside,NY,11361,1714319416.005987,csv,False
366,Lavonne,Anderson,Not available,lavonne.anderson@aol.com,9420 Wintergreen Court ,Floral Park,NY,11001,1714319416.005987,csv,False
367,Blanca,Hooper,Not available,blanca.hooper@msn.com,340 Bald Hill St. ,Ozone Park,NY,11417,1714319416.005987,csv,False
368,Alysha,Powers,Not available,alysha.powers@msn.com,39 West Marshall Ave. ,Forest Hills,NY,11375,1714319416.005987,csv,False
369,Mary,Singleton,Not available,mary.singleton@hotmail.com,474 Amerige Ave. ,Woodside,NY,11377,1714319416.005987,csv,False
370,Jina,Cooper,Not available,jina.cooper@aol.com,8947 W. Lexington Rd. ,Howard Beach,NY,11414,1714319416.005987,csv,False
371,Loni,Duncan,Not available,loni.duncan@gmail.com,80 Saxton Lane ,Rosedale,NY,11422,1714319416.005987,csv,False
372,Collene,Roman,Not available,collene.roman@aol.com,30 North Argyle Dr. ,Wappingers Falls,NY,12590,1714319416.005987,csv,False
373,Mariette,Trevino,Not available,mariette.trevino@aol.com,4 Border Court ,Utica,NY,13501,1714319416.005987,csv,False
374,Candelaria,Coffey,Not available,candelaria.coffey@aol.com,45 Newport Lane ,Merrick,NY,11566,1714319416.005987,csv,False
375,Yan,Trevino,Not available,yan.trevino@gmail.com,796 Jefferson Rd. ,Uniondale,NY,11553,1714319416.005987,csv,False
376,Elanor,Patrick,Not available,elanor.patrick@aol.com,51 Howard Ave. ,Victoria,TX,77904,1714319416.005987,csv,False
377,Klara,Mosley,Not available,klara.mosley@gmail.com,518 Devon Court ,Port Chester,NY,10573,1714319416.005987,csv,False
378,Rosalba,O'neal,Not available,rosalba.o'neal@yahoo.com,7517 Pennsylvania St. ,Mount Vernon,NY,10550,1714319416.005987,csv,False
379,Mina,Carrillo,Not available,mina.carrillo@aol.com,8659 Trenton Lane ,Uniondale,NY,11553,1714319416.005987,csv,False
380,Alesia,Horne,Not available,alesia.horne@aol.com,9229 Amherst Lane ,Selden,NY,11784,1714319416.005987,csv,False
381,Kristen,Alvarez,Not available,kristen.alvarez@aol.com,9778 North River St. ,Bronx,NY,10451,1714319416.005987,csv,False
382,Collin,Webster,Not available,collin.webster@aol.com,475 Cottage Rd. ,Howard Beach,NY,11414,1714319416.005987,csv,False
383,Ashlee,Pena,Not available,ashlee.pena@aol.com,966 Highland St. ,Whitestone,NY,11357,1714319416.005987,csv,False
384,Aimee,Merritt,Not available,aimee.merritt@yahoo.com,537 East Meadowbrook St. ,Flushing,NY,11354,1714319416.005987,csv,False
385,Rochelle,Ward,Not available,rochelle.ward@yahoo.com,7855 La Sierra Street ,Glendora,CA,91740,1714319416.005987,csv,False
386,Nelle,Beck,Not available,nelle.beck@aol.com,8998 Wakehurst Drive ,Upland,CA,91784,1714319416.005987,csv,False
387,Kaila,Walters,Not available,kaila.walters@msn.com,57 Gates Drive ,Elmhurst,NY,11373,1714319416.005987,csv,False
388,Aleta,Stone,Not available,aleta.stone@aol.com,8 Elm Dr. ,Whitestone,NY,11357,1714319416.005987,csv,False
389,Leif,Short,Not available,leif.short@gmail.com,962 Carpenter Ave. ,San Angelo,TX,76901,1714319416.005987,csv,False
390,Lorrie,Pollard,Not available,lorrie.pollard@yahoo.com,7834 Shore Ave. ,Ronkonkoma,NY,11779,1714319416.005987,csv,False
391,Vernita,Ball,Not available,vernita.ball@gmail.com,126 Arnold Dr. ,Los Banos,CA,93635,1714319416.005987,csv,False
392,Cyndi,Bush,Not available,cyndi.bush@gmail.com,18 Smoky Hollow Drive ,Elmhurst,NY,11373,1714319416.005987,csv,False
393,Gertrude,Terry,Not available,gertrude.terry@hotmail.com,34 Airport Dr. ,Upland,CA,91784,1714319416.005987,csv,False
394,Virgen,Clemons,Not available,virgen.clemons@gmail.com,354 Cactus Drive ,South El Monte,CA,91733,1714319416.005987,csv,False
395,Fairy,Robinson,Not available,fairy.robinson@msn.com,8837 Joy Ridge St. ,Liverpool,NY,13090,1714319416.005987,csv,False
396,Laverna,Hernandez,Not available,laverna.hernandez@hotmail.com,34 South Longfellow St. ,Niagara Falls,NY,14304,1714319416.005987,csv,False
397,Jeannie,Wilcox,Not available,jeannie.wilcox@yahoo.com,7744 Miles Dr. ,Franklin Square,NY,11010,1714319416.005987,csv,False
398,Suellen,Mercado,Not available,suellen.mercado@yahoo.com,3 Taylor Drive ,Sunnyside,NY,11104,1714319416.005987,csv,False
399,Bart,Hess,Not available,bart.hess@aol.com,799 N. Maiden Street ,Kingston,NY,12401,1714319416.005987,csv,False
400,Alfredo,Dodson,Not available,alfredo.dodson@hotmail.com,8960 Glenholme Dr. ,Depew,NY,14043,1714319416.005987,csv,False
401,Shaunda,Barnett,Not available,shaunda.barnett@gmail.com,9366 San Carlos Lane ,Longview,TX,75604,1714319416.005987,csv,False
402,Kerrie,Morton,Not available,kerrie.morton@hotmail.com,8772 State St. ,Pittsford,NY,14534,1714319416.005987,csv,False
403,Elouise,Fry,Not available,elouise.fry@aol.com,49 Bohemia Street ,Canyon Country,CA,91387,1714319416.005987,csv,False
404,Augustus,Steele,Not available,augustus.steele@aol.com,7474 N. Orchard St. ,Ballston Spa,NY,12020,1714319416.005987,csv,False
405,Greta,Page,Not available,greta.page@hotmail.com,8316 Augusta Drive ,Commack,NY,11725,1714319416.005987,csv,False
406,Kerrie,O'neill,Not available,kerrie.o'neill@gmail.com,69 Wellington Ave. ,Shirley,NY,11967,1714319416.005987,csv,False
407,Dannette,Guerrero,Not available,dannette.guerrero@gmail.com,68 Carriage Street ,San Pablo,CA,94806,1714319416.005987,csv,False
408,Edra,Fitzgerald,Not available,edra.fitzgerald@msn.com,8892 Birchwood St. ,Central Islip,NY,11722,1714319416.005987,csv,False
409,Jerome,Bolton,Not available,jerome.bolton@msn.com,9921 Argyle Street ,Carmel,NY,10512,1714319416.005987,csv,False
410,Conception,Slater,Not available,conception.slater@gmail.com,5 Sunset Street ,Bellmore,NY,11710,1714319416.005987,csv,False
411,Octavia,Case,(212) 171-1335,octavia.case@aol.com,40 Charles Road ,New York,NY,10002,1714319416.005987,csv,False
412,Dexter,Roberts,Not available,dexter.roberts@gmail.com,84 Thatcher Court ,Sunnyside,NY,11104,1714319416.005987,csv,False
413,Ginette,Edwards,Not available,ginette.edwards@hotmail.com,9262 NW. Center Ave. ,Baldwin,NY,11510,1714319416.005987,csv,True
414,Romaine,Haley,Not available,romaine.haley@aol.com,737 Edgefield Drive ,Ithaca,NY,14850,1714319416.005987,csv,False
415,Gwendolyn,Miller,Not available,gwendolyn.miller@msn.com,90 Fordham Ave. ,Harlingen,TX,78552,1714319416.005987,csv,False
416,Luke,Fuller,(516) 363-2253,luke.fuller@hotmail.com,576 Cleveland Lane ,Hempstead,NY,11550,1714319416.005987,csv,False
417,Zoraida,Patton,Not available,zoraida.patton@aol.com,95 Grand Dr. ,Huntington Station,NY,11746,1714319416.005987,csv,False
